Job started on ece-silbmark2 at Wed Sep 16 08:05:28 AM IDT 2026
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:37 10:36:18  1:31:19 45875
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:38 10:36:19  1:31:19 42235
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:39 10:36:21  1:31:18 40944
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:40 10:36:21  1:31:19 36683
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:41 10:36:22  1:31:19 32873
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:43 10:36:23  1:31:20 35765
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:44 10:36:25  1:31:19 35372
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:45 10:36:25  1:31:20 33956
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:46 10:36:27  1:31:19 28682
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:47 10:36:27  1:31:20 29532
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:48 10:36:28  1:31:20 22965
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:49 10:36:29  1:31:20 23429
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:51 10:36:31  1:31:20 25090
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:52 10:36:31  1:31:21 27047
 87 92.1G   87 80.5G    0     0  2212k      0 12:07:53 10:36:32  1:31:21 26235
 87 92.1G   87 80.5G    0     0  2211k      0 12:07:54 10:36:33  1:31:21 29508
 87 92.1G   87 80.5G    0     0  2211k      0 12:07:55 10:36:34  1:31:21 26986
 87 92.1G   87 80.5G    0     0  2211k      0 12:07:56 10:36:35  1:31:21 27335
 87 92.1G   87 80.5G    0     0  2211k      0 12:07:58 10:36:37  1:31:21 24716
 87 92.1G   87 80.5G    0     0  2211k      0 12:07:58 10:36:37  1:31:21 22782
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:00 10:36:38  1:31:22 16476
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:01 10:36:40  1:31:21 15541
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:02 10:36:40  1:31:22 13252
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:03 10:36:42  1:31:21 16279
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:04 10:36:42  1:31:22 16279
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:05 10:36:43  1:31:22 20177
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:06 10:36:44  1:31:22 24195
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:08 10:36:45  1:31:23 22317
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:09 10:36:46  1:31:23 24180
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:10 10:36:47  1:31:23 26925
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:11 10:36:49  1:31:22 28199
 87 92.1G   87 80.5G    0     0  2211k      0 12:08:12 10:36:49  1:31:23 29095
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:13 10:36:50  1:31:23 29663
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:14 10:36:51  1:31:23 26624
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:15 10:36:52  1:31:23 22620
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:17 10:36:53  1:31:24 20198
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:18 10:36:54  1:31:24 16499
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:20 10:36:56  1:31:24 17395
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:20 10:36:56  1:31:24 16241
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:22 10:36:58  1:31:24 15235
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:23 10:36:59  1:31:24 15494
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:23 10:36:59  1:31:24 12847
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:24 10:37:00  1:31:24 11661
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:26 10:37:01  1:31:25 16059
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:27 10:37:02  1:31:25 18028
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:28 10:37:03  1:31:25 20862
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:29 10:37:05  1:31:24 22400
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:30 10:37:05  1:31:25 22714
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:31 10:37:07  1:31:24 19374
 87 92.1G   87 80.5G    0     0  2210k      0 12:08:33 10:37:07  1:31:26 15968
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:34 10:37:09  1:31:25 12822
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:35 10:37:09  1:31:26 13750
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:36 10:37:10  1:31:26 16167
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:37 10:37:12  1:31:25 16400
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:38 10:37:12  1:31:26 20160
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:39 10:37:13  1:31:26 26538
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:40 10:37:14  1:31:26 26162
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:42 10:37:16  1:31:26 25903
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:43 10:37:16  1:31:27 30822
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:44 10:37:17  1:31:27 29118
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:45 10:37:18  1:31:27 26826
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:46 10:37:19  1:31:27 29538
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:47 10:37:20  1:31:27 26256
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:48 10:37:21  1:31:27 23066
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:49 10:37:22  1:31:27 29141
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:50 10:37:23  1:31:27 26141
 87 92.1G   87 80.5G    0     0  2209k      0 12:08:52 10:37:24  1:31:28 25695
 87 92.1G   87 80.5G    0     0  2208k      0 12:08:53 10:37:25  1:31:28 27103
 87 92.1G   87 80.5G    0     0  2208k      0 12:08:54 10:37:27  1:31:27 25313
 87 92.1G   87 80.5G    0     0  2208k      0 12:08:55 10:37:27  1:31:28 16852
 87 92.1G   87 80.5G    0     0  2208k      0 12:08:56 10:37:28  1:31:28 16393
 87 92.1G   87 80.5G    0     0  2208k      0 12:08:57 10:37:29  1:31:28 13188
 87 92.1G   87 80.5G    0     0  2208k      0 12:08:58 10:37:30  1:31:28 13112
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:00 10:37:31  1:31:29 10065
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:01 10:37:33  1:31:28 12676
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:02 10:37:34  1:31:28 12369
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:03 10:37:34  1:31:29 13023
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:05 10:37:36  1:31:29 11941
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:05 10:37:36  1:31:29 13226
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:06 10:37:37  1:31:29 13371
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:08 10:37:38  1:31:30 13955
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:09 10:37:39  1:31:30 13432
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:10 10:37:41  1:31:29 20721
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:11 10:37:42  1:31:29 24857
 87 92.1G   87 80.5G    0     0  2208k      0 12:09:12 10:37:42  1:31:30 22969
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:13 10:37:44  1:31:29 25450
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:14 10:37:44  1:31:30 26298
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:15 10:37:45  1:31:30 20600
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:17 10:37:46  1:31:31 17210
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:18 10:37:47  1:31:31 23277
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:19 10:37:48  1:31:31 19727
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:20 10:37:50  1:31:30 22097
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:21 10:37:50  1:31:31 22846
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:22 10:37:51  1:31:31 26356
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:23 10:37:52  1:31:31 25888
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:25 10:37:53  1:31:32 29885
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:26 10:37:55  1:31:31 32437
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:27 10:37:55  1:31:32 28687
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:28 10:37:57  1:31:31 28060
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:29 10:37:57  1:31:32 22969
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:30 10:37:58  1:31:32 22969
 87 92.1G   87 80.5G    0     0  2207k      0 12:09:31 10:37:59  1:31:32 16755
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:33 10:38:01  1:31:32 22850
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:34 10:38:02  1:31:32 25051
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:35 10:38:02  1:31:33 29633
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:36 10:38:03  1:31:33 29556
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:37 10:38:04  1:31:33 32807
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:38 10:38:05  1:31:33 29795
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:39 10:38:07  1:31:32 28042
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:40 10:38:08  1:31:32 25465
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:41 10:38:08  1:31:33 26559
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:43 10:38:09  1:31:34 26914
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:44 10:38:10  1:31:34 30086
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:45 10:38:12  1:31:33 27990
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:46 10:38:13  1:31:33 29021
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:47 10:38:13  1:31:34 26209
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:48 10:38:14  1:31:34 22791
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:49 10:38:15  1:31:34 22607
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:51 10:38:16  1:31:35 21172
 87 92.1G   87 80.5G    0     0  2206k      0 12:09:52 10:38:17  1:31:35 23647
 87 92.1G   87 80.5G    0     0  2205k      0 12:09:53 10:38:19  1:31:34 25323
 87 92.1G   87 80.5G    0     0  2205k      0 12:09:54 10:38:19  1:31:35 29514
 87 92.1G   87 80.5G    0     0  2205k      0 12:09:55 10:38:20  1:31:35 29651
 87 92.1G   87 80.5G    0     0  2205k      0 12:09:56 10:38:22  1:31:34 32175
 87 92.1G   87 80.5G    0     0  2205k      0 12:09:57 10:38:23  1:31:34 32290
 87 92.1G   87 80.5G    0     0  2205k      0 12:09:58 10:38:23  1:31:35 30586
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:00 10:38:24  1:31:36 25740
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:01 10:38:26  1:31:35 22523
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:02 10:38:27  1:31:35 19230
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:03 10:38:27  1:31:36 16929
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:04 10:38:28  1:31:36 16221
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:06 10:38:30  1:31:36 18488
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:07 10:38:31  1:31:36 19446
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:07 10:38:31  1:31:36 20827
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:09 10:38:32  1:31:37 22751
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:10 10:38:33  1:31:37 26016
 87 92.1G   87 80.5G    0     0  2205k      0 12:10:11 10:38:34  1:31:37 31366
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:12 10:38:35  1:31:37 33416
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:13 10:38:37  1:31:36 34879
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:14 10:38:37  1:31:37 35723
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:15 10:38:38  1:31:37 36131
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:16 10:38:39  1:31:37 30309
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:18 10:38:40  1:31:38 29940
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:19 10:38:41  1:31:38 30001
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:20 10:38:42  1:31:38 26787
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:21 10:38:44  1:31:37 25510
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:22 10:38:44  1:31:38 29449
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:23 10:38:45  1:31:38 29591
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:24 10:38:46  1:31:38 32676
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:26 10:38:48  1:31:38 36749
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:27 10:38:48  1:31:39 40951
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:28 10:38:49  1:31:39 35894
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:29 10:38:51  1:31:38 31653
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:30 10:38:51  1:31:39 30142
 87 92.1G   87 80.5G    0     0  2204k      0 12:10:31 10:38:52  1:31:39 27899
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:32 10:38:53  1:31:39 28771
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:33 10:38:54  1:31:39 29268
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:35 10:38:56  1:31:39 35780
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:36 10:38:56  1:31:40 35801
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:37 10:38:57  1:31:40 36218
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:38 10:38:58  1:31:40 33072
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:39 10:38:59  1:31:40 36601
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:40 10:39:00  1:31:40 34168
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:41 10:39:01  1:31:40 29508
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:42 10:39:02  1:31:40 29438
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:44 10:39:04  1:31:40 28856
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:45 10:39:04  1:31:41 26203
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:46 10:39:06  1:31:40 28140
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:47 10:39:06  1:31:41 29286
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:48 10:39:07  1:31:41 31912
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:49 10:39:08  1:31:41 34147
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:50 10:39:09  1:31:41 32761
 87 92.1G   87 80.5G    0     0  2203k      0 12:10:51 10:39:10  1:31:41 30809
 87 92.1G   87 80.5G    0     0  2202k      0 12:10:53 10:39:11  1:31:42 29251
 87 92.1G   87 80.5G    0     0  2202k      0 12:10:54 10:39:12  1:31:42 26319
 87 92.1G   87 80.5G    0     0  2202k      0 12:10:55 10:39:13  1:31:42 25660
 87 92.1G   87 80.5G    0     0  2202k      0 12:10:56 10:39:14  1:31:42 32722
 87 92.1G   87 80.5G    0     0  2202k      0 12:10:57 10:39:15  1:31:42 36489
 87 92.1G   87 80.5G    0     0  2202k      0 12:10:58 10:39:16  1:31:42 46124
 87 92.1G   87 80.5G    0     0  2202k      0 12:10:59 10:39:17  1:31:42 49428
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:01 10:39:18  1:31:43 52303
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:02 10:39:20  1:31:42 48907
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:03 10:39:21  1:31:42 45561
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:04 10:39:22  1:31:42 39457
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:05 10:39:22  1:31:43 36916
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:06 10:39:23  1:31:43 33546
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:07 10:39:24  1:31:43 31227
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:08 10:39:25  1:31:43 31220
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:10 10:39:27  1:31:43 30191
 87 92.1G   87 80.5G    0     0  2202k      0 12:11:11 10:39:27  1:31:44 25500
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:12 10:39:28  1:31:44 22317
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:13 10:39:30  1:31:43 22448
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:14 10:39:31  1:31:43 19241
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:15 10:39:31  1:31:44 21149
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:16 10:39:33  1:31:43 25386
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:17 10:39:33  1:31:44 26711
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:19 10:39:34  1:31:45 26743
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:20 10:39:35  1:31:45 29897
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:21 10:39:37  1:31:44 28411
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:22 10:39:37  1:31:45 31293
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:23 10:39:38  1:31:45 33172
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:24 10:39:39  1:31:45 29164
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:25 10:39:41  1:31:44 25750
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:26 10:39:41  1:31:45 26925
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:28 10:39:42  1:31:46 25761
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:29 10:39:43  1:31:46 25816
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:30 10:39:44  1:31:46 29729
 87 92.1G   87 80.5G    0     0  2201k      0 12:11:31 10:39:45  1:31:46 34594
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:32 10:39:46  1:31:46 36095
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:33 10:39:48  1:31:45 34328
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:34 10:39:48  1:31:46 32533
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:36 10:39:50  1:31:46 28665
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:37 10:39:50  1:31:47 25852
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:38 10:39:51  1:31:47 19696
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:39 10:39:52  1:31:47 17308
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:40 10:39:53  1:31:47 19664
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:41 10:39:54  1:31:47 20344
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:42 10:39:55  1:31:47 23169
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:43 10:39:56  1:31:47 26214
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:45 10:39:57  1:31:48 35442
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:46 10:39:58  1:31:48 35922
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:47 10:39:59  1:31:48 36138
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:48 10:40:01  1:31:47 34598
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:49 10:40:01  1:31:48 35844
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:50 10:40:02  1:31:48 26505
 87 92.1G   87 80.5G    0     0  2200k      0 12:11:51 10:40:03  1:31:48 26109
 87 92.1G   87 80.5G    0     0  2199k      0 12:11:52 10:40:05  1:31:47 28833
 87 92.1G   87 80.5G    0     0  2199k      0 12:11:54 10:40:06  1:31:48 29455
 87 92.1G   87 80.5G    0     0  2199k      0 12:11:55 10:40:06  1:31:49 30001
 87 92.1G   87 80.5G    0     0  2199k      0 12:11:56 10:40:07  1:31:49 33355
 87 92.1G   87 80.5G    0     0  2199k      0 12:11:57 10:40:08  1:31:49 33112
 87 92.1G   87 80.5G    0     0  2199k      0 12:11:58 10:40:09  1:31:49 33704
 87 92.1G   87 80.5G    0     0  2199k      0 12:11:59 10:40:10  1:31:49 33725
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:00 10:40:11  1:31:49 28822
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:01 10:40:12  1:31:49 28901
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:02 10:40:13  1:31:49 29891
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:04 10:40:14  1:31:50 26156
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:05 10:40:15  1:31:50 26172
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:06 10:40:16  1:31:50 29170
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:07 10:40:18  1:31:49 29106
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:08 10:40:18  1:31:50 29367
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:09 10:40:19  1:31:50 32604
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:10 10:40:20  1:31:50 35872
 87 92.1G   87 80.5G    0     0  2199k      0 12:12:11 10:40:21  1:31:50 33879
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:13 10:40:22  1:31:51 37484
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:14 10:40:23  1:31:51 36504
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:15 10:40:25  1:31:50 34572
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:16 10:40:25  1:31:51 30105
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:17 10:40:26  1:31:51 32031
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:18 10:40:27  1:31:51 28710
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:19 10:40:28  1:31:51 26058
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:21 10:40:30  1:31:51 26722
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:22 10:40:31  1:31:51 25109
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:23 10:40:32  1:31:51 25406
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:24 10:40:32  1:31:52 23343
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:25 10:40:33  1:31:52 19404
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:27 10:40:35  1:31:52 15639
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:27 10:40:35  1:31:52 16643
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:28 10:40:36  1:31:52 13870
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:30 10:40:38  1:31:52 15648
 87 92.1G   87 80.5G    0     0  2198k      0 12:12:31 10:40:38  1:31:53 22791
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:32 10:40:39  1:31:53 24685
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:33 10:40:40  1:31:53 26436
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:34 10:40:42  1:31:52 31459
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:35 10:40:43  1:31:52 33032
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:36 10:40:43  1:31:53 33382
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:38 10:40:45  1:31:53 34532
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:39 10:40:45  1:31:54 33058
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:40 10:40:46  1:31:54 26651
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:41 10:40:47  1:31:54 24043
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:42 10:40:49  1:31:53 22179
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:43 10:40:49  1:31:54 20902
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:44 10:40:50  1:31:54 19641
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:45 10:40:51  1:31:54 23381
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:47 10:40:52  1:31:55 22755
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:48 10:40:53  1:31:55 23744
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:49 10:40:54  1:31:55 25877
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:50 10:40:56  1:31:54 28626
 87 92.1G   87 80.5G    0     0  2197k      0 12:12:51 10:40:56  1:31:55 26377
 87 92.1G   87 80.5G    0     0  2196k      0 12:12:52 10:40:57  1:31:55 29514
 87 92.1G   87 80.5G    0     0  2196k      0 12:12:53 10:40:58  1:31:55 29532
 87 92.1G   87 80.5G    0     0  2196k      0 12:12:54 10:40:59  1:31:55 29414
 87 92.1G   87 80.5G    0     0  2196k      0 12:12:56 10:41:00  1:31:56 30384
 87 92.1G   87 80.5G    0     0  2196k      0 12:12:57 10:41:01  1:31:56 32360
 87 92.1G   87 80.5G    0     0  2196k      0 12:12:58 10:41:02  1:31:56 32462
 87 92.1G   87 80.5G    0     0  2196k      0 12:12:59 10:41:03  1:31:56 28822
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:00 10:41:04  1:31:56 29958
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:01 10:41:06  1:31:55 28771
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:02 10:41:06  1:31:56 26575
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:03 10:41:07  1:31:56 23239
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:05 10:41:08  1:31:57 26516
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:06 10:41:09  1:31:57 22452
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:07 10:41:11  1:31:56 22013
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:08 10:41:12  1:31:56 24909
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:09 10:41:13  1:31:56 25254
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:10 10:41:13  1:31:57 22997
 87 92.1G   87 80.5G    0     0  2196k      0 12:13:11 10:41:14  1:31:57 23358
 87 92.1G   87 80.5G    0     0  2195k      0 12:13:13 10:41:15  1:31:58 21131
 87 92.1G   87 80.5G    0     0  2195k      0 12:13:14 10:41:16  1:31:58 16876
 87 92.1G   87 80.5G    0     0  2195k      0 12:13:15 10:41:17  1:31:58 20492
 87 92.1G   87 80.5G    0     0  2195k      0 12:13:16 10:41:18  1:31:58 19731
 87 92.1G   87 80.5G    0     0  2195k      0 12:13:17 10:41:19  1:31:58 22823
 87 92.1G   87 80.5G    0     0  2195k      0 12:13:18 10:41:20  1:31:58 26125
